Job_ID,Company,Role,Location_Category,Experience,Priority,Shortlist_Readiness,Posted_Date,Openings_Count,Applicant_Count,Competition_Status,Resume_Match_Score,Company_Strength,Apply_URL
"144","Endeavor IT Solutions","Fresher Front End Developer","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-fresher-front-end-developer-endeavor-it-solutions-indore-0-to-1-years-300626502754"
"177","Data Flair","Software Engineer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-software-engineer-dataflair-indore-1-to-3-years-111125501401"
"301","Codes For Tomorrow","React.js Intern - Indore - Codes For Tomorrow - 0 to 1 years ...","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-react-js-intern-codes-for-tomorrow-indore-0-to-1-years-280825502059"
"302","Nextloop Technologies","Frontend Developer Intern - Indore - Nextloop Technologies","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-frontend-developer-intern-nextloop-technologies-llp-indore-0-to-1-years-090726507038"
"22","MotionGility","Frontend Developer Intern","Indore (On-site / Home Base)","0 - 0.6 yrs (Internship)","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://cutshort.io/job/Frontend-Developer-intern-Indore-MotionGility-obamFnQx"
"941","Indore Tech Firm","Vue.js Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-vue-js-developer-ignis-it-solutions-indore-1-to-3-years-290626505684"
"15","Codescure Technologies Pvt. Ltd.","Front End Developer / Frontend Developer","Indore (On-site / Home Base)","Minimum 2 year relevant experience (excluding internships); freshers not eligible","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/codescure-technologies"
"183","Terbaiks Innovative Solutions","Node . js Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-node-js-developer-terbaiks-innovative-solutions-llp-indore-1-to-3-years-250325503445"
"180","node-js-developer-terbaiks-innovative-solutions-llp-indore","Frontend Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-node-js-developer-terbaiks-innovative-solutions-llp-indore-1-to-3-years-250325503445"
"181","Maven Cluster","Frontend Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-node-js-developer-maven-cluster-indore-1-to-3-years-260923500857"
"890","Indore Tech Firm","React Developer","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-react-developer-jmbliss-it-solutions-indore-0-to-1-years-240626506054"
"48","Terbaiks Innovative Solutions LLP","ReactJS Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/terbaiks"
"47","Jmbliss IT Solutions","React Developer","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/jmbliss-it-solutions"
"42","Winlancer Technologies Pvt Ltd","React Js Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/winlancer-technologies-pvt-ltd"
"39","cross-platform-mobile-app-developer-ionic-react-native-xamar","Frontend Developer","Indore (On-site / Home Base)","1 - 2 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-cross-platform-mobile-app-developer-ionic-react-native-xamarin-technorizen-software-solution-indore-1-to-2-years-240726504702"
"49","react-native-developer-ozlo-it-services-pvt-ltd-indore","Frontend Developer","Indore (On-site / Home Base)","0 - 2 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-react-native-developer-ozlo-it-services-pvt-ltd-indore-0-to-2-years-270524500010"
"63","Terbaiks Innovative Solutions","ReactJS Developer","Indore (On-site / Home Base)","1 - 3 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-reactjs-developer-terbaiks-innovative-solutions-llp-indore-1-to-3-years-250325503447"
"4","ThinkDebug","Junior Next JS Developer / React.js Next.js Developer","Indore (On-site / Home Base)","Not Mentioned (title says Junior)","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/thinkdebug"
"921","Indore Tech Firm","Front End developers","Indore (On-site / Home Base)","0 - 2 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-front-end-developers-endeavor-it-solutions-indore-0-to-2-years-290626502012"
"889","Indore Tech Firm","React. JS Professionals","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-react-js-professionals-bellway-infotech-indore-0-to-1-years-021225505063"
"40","Technogiq IT Solutions Pvt. Ltd.","REACT DEVELOPER","Indore (On-site / Home Base)","1 - 2 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/technogiq-it-solutions-pvt-ltd"
"3","Bellway Infotech","React. JS Professionals","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/bellwayinfotech"
"1","Clumpcoder","Frontend Developer","Indore (On-site / Home Base)","0 - 1 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","98","11-50 employees (Agency / Studio)","https://in.linkedin.com/company/clumpcoder"
"391","frontend-developer-appentus-technologies-jaipur","Frontend Developer","Jaipur (On-site / Hub)","0 - 3 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","51-200 (Mid-size Tech Firm)","https://www.naukri.com/job-listings-frontend-developer-appentus-technologies-jaipur-0-to-3-years-200825500997"
"389","front-end-developer-aryavrat-infotech-private-limited-jaipur","Frontend Developer","Jaipur (On-site / Hub)","1 - 3 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-front-end-developer-aryavrat-infotech-private-limited-jaipur-1-to-3-years-290126505759"
"388","front-end-developers-appic-softwares-jaipur","Frontend Developer","Jaipur (On-site / Hub)","0 - 2 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-front-end-developers-appic-softwares-jaipur-0-to-2-years-270726506083"
"357","Major Life Style","Web Developer","Jaipur (On-site / Hub)","1 - 3 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-web-developer-major-group-jaipur-1-to-3-years-170726910565"
"401","iphone-apps-developer-bvm-web-solutions-private-limited-jaip","Frontend Developer","Jaipur (On-site / Hub)","0 - 3 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-iphone-apps-developer-bvm-web-solutions-private-limited-jaipur-0-to-3-years-270126504535"
"400","weweb-developer-appic-softwares-jaipur","Frontend Developer","Jaipur (On-site / Hub)","0 - 2 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-weweb-developer-appic-softwares-jaipur-0-to-2-years-270726506095"
"1140","Indore Tech Firm","WeWeb Developer","Jaipur (On-site / Hub)","0 - 2 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-weweb-developer-appic-softwares-jaipur-0-to-2-years-270726506095"
"344","Createbytes","Frontend Developer","Jaipur (On-site / Hub)","1 - 3 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","51-200 (Mid-size Tech Firm)","https://in.linkedin.com/company/createbytes"
"1134","Indore Tech Firm","Front End Developer","Jaipur (On-site / Hub)","1 - 3 years","HIGH PRIORITY (Jaipur On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","50-200 Applicants","Moderate Competition","94","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-front-end-developer-aryavrat-infotech-private-limited-jaipur-1-to-3-years-290126505759"
"1195","Autuskey","React JS Developer","Remote India","0 - 2 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-react-js-developer-autuskey-technology-development-pvt-ltd-pune-0-to-2-years-230323501236"
"1189","Indore Tech Firm","React JS Developer","Remote India","1 - 2 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-react-js-developer-apparrant-technologies-pvt-ltd-noida-1-to-2-years-070826503660"
"1240","Indore Tech Firm","Front-End Developer","Remote India","0 - 2 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-front-end-developer-alps-web-solutions-ahmedabad-0-to-2-years-030424501446"
"1188","Indore Tech Firm","Jr . React . js Developer","Remote India","1 - 3 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-jr-react-js-developer-the-adroit-mumbai-1-to-3-years-110326503108"
"1196","Grazign","React JS Developer","Remote India","0 - 1 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-react-js-developer-analects-technologies-pvt-ltd-pune-0-to-1-years-160524501769"
"1206","Indore Tech Firm","React.js Developer","Remote India","0 - 2 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-react-js-developer-rexcel-it-services-pvt-ltd-greater-noida-0-to-2-years-270726500226"
"1200","Indore Tech Firm","React Developer","Remote India","0 - 3 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-react-developer-relinns-technologies-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-070225505697"
"330","- Vinnovate Technologies","MERN Stack Developer - - Vinnovate Technologies - 0 to 1 ...","Remote India","0 - 1 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-mern-stack-developer-vinnovate-technologies-remote-0-to-1-years-190525506139"
"1241","Indore Tech Firm","FRONT END DEVELOPER","Remote India","0 - 1 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-front-end-developer-godigi-infotech-pune-0-to-1-years-011225502516"
"1160","Indore Tech Firm","Front-End React-Js Developer - Raipur - Consta Cloud - Naukri.com","Remote India","0 - 1 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-front-end-react-js-developer-consta-cloud-private-limited-raipur-0-to-1-years-210726026300"
"1155","Front End \| ReactJS + TypeScript","Application Developer - Front End \| ReactJS + TypeScript","Remote India","0 - 2 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-application-developer-front-end-reactjs-typescript-brigosha-technologies-bengaluru-0-to-2-years-030826504655"
"328","Finlabs","Web Developer (Remote) - Mumbai - Finlabs - 1 to 3 years ...","Remote India","1 - 3 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","1-3 Days Ago (Fresh)","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-web-developer-remote-finlabsindia-mumbai-1-to-3-years-070826500713"
"312","Famepilot","Frontend Developer","Remote India","0 - 2 years (URL; page expired)","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-frontend-developer-famepilot-internet-gurugram-0-to-2-years-140220500671"
"310","Netomi","SDE I Frontend","Remote India","1 - 3 years (from URL/title; page expired before full JD body)","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-sde-i-frontend-netomi-remote-1-to-3-years-230626506865"
"307","Conzura Soft Solutions","React JS Developer","Remote India","0 - 2 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://in.linkedin.com/company/conzura-soft-solutions"
"341","full-stack-developer-intern-react-js-node-js-nayoda-it-solut","Full Stack Developer Intern (React.js + Node.js) - Chennai","Remote India","0 - 0 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","1-2 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-full-stack-developer-intern-react-js-node-js-nayoda-it-solutions-chennai-0-to-0-years-050826025212"
"1159","Indore Tech Firm","React JS Developer -Freshers - Jayam Solutions - Naukri.com","Remote India","0 - 1 years","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","90","51-500 employees (Remote Tech Firm)","https://www.naukri.com/job-listings-mern-stack-developer-freshers-react-js-and-node-js-jayam-solutions-hyderabad-0-to-1-years-030826016280"
"131","front-end-developer-sageties-marketing-solutions-pvt-ltd-ind","Frontend Developer","Indore (On-site / Home Base)","0 - 4 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","88","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-front-end-developer-sageties-marketing-solutions-pvt-ltd-indore-0-to-4-years-210824502620"
"156","front-end-developer-xenpark-solutions-indore","Frontend Developer","Indore (On-site / Home Base)","0 - 5 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","88","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-front-end-developer-xenpark-solutions-indore-0-to-5-years-230524500519"
"1020","Indore Tech Firm","Remote Front End React Engineer (ðŸ’°~$90k) at Prezly","Remote India","Not Mentioned","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","88","51-500 employees (Remote Tech Firm)","https://www.google.com/search?q=Indore+Tech+Firm+Remote+Front+End+React+Engineer+(ðŸ’°~$90k)+at+Prezly+Indore+LinkedIn"
"1002","Twilio","Frontend Software Engineer","Remote India","Could not verify â€” listing URL redirected to WWR homepage","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","88","51-500 employees (Remote Tech Firm)","https://www.google.com/search?q=Twilio+Frontend+Software+Engineer+Indore+LinkedIn"
"1018","Kodify","Front End Developer React","Remote India","Could not fully parse; listing CLOSED","REMOTE TARGET","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","500-1,000+ Applicants","High Saturation (1k+ Applicants)","88","51-500 employees (Remote Tech Firm)","https://www.google.com/search?q=Kodify+Front+End+Developer+React+Indore+LinkedIn"
"78","frontend-developer-reactjs-inertiajs-recooty-indore","Frontend Developer","Indore (On-site / Home Base)","2 - 6 years","HIGH PRIORITY (Indore On-site)","âœ… Direct Shortlist Ready (0-2y Fit)","2-4 Weeks Ago","1 Position","<50 Applicants","High Shortlist Chance (Low Applicants)","88","11-50 employees (Agency / Studio)","https://www.naukri.com/job-listings-frontend-developer-reactjs-inertiajs-recooty-indore-2-to-6-years-200126507134"
